timestamp,date,transaction_type,amount,account_id,account_name,status
2025-01-04 05:32:00,2025-01-04,Credit,28129.08,1006,Rent Expense,Completed
2025-01-04 06:59:00,2025-01-04,Transfer,7808.67,1003,Rent Expense,Failed
2025-01-04 07:04:00,2025-01-04,Adjustment,12127.03,1006,Capital,Failed
2025-01-04 21:55:00,2025-01-04,Transfer,47547.38,1003,Equipment,Failed
2025-01-04 15:21:00,2025-01-04,Debit,48443.28,1010,Accounts Payable,Failed
2025-01-04 09:20:00,2025-01-04,Adjustment,17327.47,1005,COGS,Failed
2025-01-04 16:12:00,2025-01-04,Adjustment,39457.41,1001,Capital,Pending
2025-01-04 05:05:00,2025-01-04,Credit,44795.36,1001,COGS,Completed
2025-01-04 05:33:00,2025-01-04,Debit,18765.34,1007,Equipment,Completed
2025-01-04 09:39:00,2025-01-04,Adjustment,7371.96,1007,Salary Payable,Completed
2025-01-04 08:28:00,2025-01-04,Credit,23034.37,1001,Rent Expense,Completed
2025-01-04 16:24:00,2025-01-04,Credit,19385.29,1005,Accounts Receivable,Failed
2025-01-04 04:27:00,2025-01-04,Credit,31282.52,1004,Accounts Payable,Failed
2025-01-04 05:20:00,2025-01-04,Debit,20060.26,1004,Cash,Pending
2025-01-04 00:43:00,2025-01-04,Debit,49804.19,1009,Salary Payable,Pending
2025-01-04 20:35:00,2025-01-04,Adjustment,26197.08,1007,Cash,Completed
2025-01-04 12:44:00,2025-01-04,Transfer,10834.27,1004,COGS,Pending
2025-01-04 09:07:00,2025-01-04,Transfer,1863.97,1004,Cash,Failed
2025-01-04 04:57:00,2025-01-04,Adjustment,24252.86,1010,Cash,Pending
2025-01-05 16:55:00,2025-01-05,Credit,20555.44,1004,Salary Payable,Completed
2025-01-05 08:43:00,2025-01-05,Debit,45004.54,1002,Accounts Payable,Completed
2025-01-05 22:38:00,2025-01-05,Debit,15096.81,1007,Cash,Completed
2025-01-05 22:24:00,2025-01-05,Debit,27434.56,1008,Sales Revenue,Completed
2025-01-05 09:16:00,2025-01-05,Debit,26642.13,1004,Salary Payable,Failed
2025-01-05 07:49:00,2025-01-05,Adjustment,37636.2,1004,Accounts Receivable,Pending
2025-01-05 08:50:00,2025-01-05,Transfer,46564.63,1007,Sales Revenue,Pending
2025-01-05 23:53:00,2025-01-05,Transfer,43953.27,1008,COGS,Failed
2025-01-05 19:01:00,2025-01-05,Transfer,25819.3,1009,Salaries Expense,Completed
2025-01-05 20:24:00,2025-01-05,Transfer,23169.11,1008,Salaries Expense,Pending
2025-01-05 16:04:00,2025-01-05,Debit,33025.42,1004,Salaries Expense,Pending
2025-01-06 15:08:00,2025-01-06,Credit,40468.97,1001,Salary Payable,Completed
2025-01-06 23:59:00,2025-01-06,Transfer,31305.27,1009,Cash,Pending
2025-01-06 18:20:00,2025-01-06,Debit,27450.52,1004,Equipment,Pending
2025-01-06 15:37:00,2025-01-06,Adjustment,18913.74,1008,COGS,Pending
2025-01-06 23:07:00,2025-01-06,Adjustment,8606.15,1009,Accounts Receivable,Completed
2025-01-06 02:03:00,2025-01-06,Debit,46267.63,1010,Equipment,Failed
2025-01-06 07:01:00,2025-01-06,Debit,38626.06,1004,Equipment,Completed
2025-01-06 12:15:00,2025-01-06,Adjustment,38394.89,1003,Salary Payable,Completed
2025-01-06 14:14:00,2025-01-06,Debit,7322.03,1002,Accounts Receivable,Completed
2025-01-07 17:57:00,2025-01-07,Adjustment,2693.17,1004,Cash,Completed
2025-01-07 20:33:00,2025-01-07,Credit,39758.07,1002,Sales Revenue,Pending
2025-01-07 22:55:00,2025-01-07,Credit,27105.26,1010,Rent Expense,Failed
2025-01-07 01:04:00,2025-01-07,Transfer,6841.21,1005,Sales Revenue,Completed
2025-01-07 23:20:00,2025-01-07,Transfer,29126.49,1001,Equipment,Completed
2025-01-07 06:25:00,2025-01-07,Adjustment,26034.46,1010,Accounts Receivable,Completed
2025-01-07 15:33:00,2025-01-07,Adjustment,40757.9,1005,Cash,Failed
2025-01-07 09:41:00,2025-01-07,Credit,3410.9,1004,Salaries Expense,Completed
2025-01-07 13:50:00,2025-01-07,Credit,978.54,1001,COGS,Completed
2025-01-07 00:28:00,2025-01-07,Credit,30037.01,1010,Salaries Expense,Pending
2025-01-07 08:16:00,2025-01-07,Debit,13333.24,1006,Rent Expense,Completed
2025-01-07 23:31:00,2025-01-07,Credit,25438.46,1001,Equipment,Completed
2025-01-08 04:09:00,2025-01-08,Credit,15269.25,1002,COGS,Pending
2025-01-08 20:28:00,2025-01-08,Adjustment,36681.27,1001,Accounts Payable,Pending
2025-01-08 01:35:00,2025-01-08,Credit,13215.55,1009,Rent Expense,Failed
2025-01-08 13:19:00,2025-01-08,Transfer,656.75,1006,Cash,Completed
2025-01-08 08:11:00,2025-01-08,Adjustment,7648.14,1001,Accounts Receivable,Pending
2025-01-08 11:07:00,2025-01-08,Credit,39879.2,1010,Cash,Completed
2025-01-08 09:04:00,2025-01-08,Debit,34189.71,1005,Sales Revenue,Completed
2025-01-08 10:27:00,2025-01-08,Credit,42714.55,1008,Salaries Expense,Completed
2025-01-08 19:39:00,2025-01-08,Debit,28543.26,1007,Equipment,Completed
2025-01-08 17:50:00,2025-01-08,Transfer,16575.76,1009,Equipment,Completed
2025-01-09 08:02:00,2025-01-09,Adjustment,28366.7,1003,COGS,Failed
2025-01-09 09:51:00,2025-01-09,Debit,6038.85,1008,Cash,Completed
2025-01-09 10:38:00,2025-01-09,Credit,21802.08,1009,Accounts Receivable,Failed
2025-01-09 05:07:00,2025-01-09,Debit,10461.64,1008,Rent Expense,Completed
2025-01-09 19:28:00,2025-01-09,Credit,29851.62,1007,Accounts Receivable,Completed
2025-01-09 05:33:00,2025-01-09,Credit,27949.25,1001,Accounts Receivable,Failed
2025-01-09 06:43:00,2025-01-09,Adjustment,32993.12,1008,COGS,Completed
2025-01-09 08:40:00,2025-01-09,Debit,20529.97,1004,Accounts Payable,Failed
2025-01-09 00:22:00,2025-01-09,Adjustment,18867.56,1001,Rent Expense,Failed
2025-01-09 00:37:00,2025-01-09,Transfer,24729.32,1004,Accounts Receivable,Completed
2025-01-09 01:00:00,2025-01-09,Debit,29472.1,1005,Cash,Pending
2025-01-09 01:02:00,2025-01-09,Credit,43960.1,1008,Capital,Completed
2025-01-09 23:40:00,2025-01-09,Adjustment,6659.31,1006,Rent Expense,Completed
2025-01-10 19:12:00,2025-01-10,Debit,20233.97,1010,COGS,Completed
2025-01-10 11:32:00,2025-01-10,Debit,17874.48,1010,Salaries Expense,Completed
2025-01-10 20:05:00,2025-01-10,Debit,37342.45,1005,Equipment,Failed
2025-01-10 07:10:00,2025-01-10,Adjustment,21695.3,1009,Accounts Payable,Failed
2025-01-10 08:09:00,2025-01-10,Adjustment,44491.06,1003,Cash,Completed
2025-01-10 00:06:00,2025-01-10,Credit,7165.86,1007,Accounts Payable,Failed
2025-01-10 12:17:00,2025-01-10,Credit,27899.58,1010,Salaries Expense,Completed
2025-01-10 05:23:00,2025-01-10,Credit,32625.45,1009,Salaries Expense,Completed
2025-01-10 03:44:00,2025-01-10,Transfer,9573.34,1004,Cash,Pending
2025-01-10 11:57:00,2025-01-10,Debit,48358.04,1008,COGS,Completed
2025-01-11 04:55:00,2025-01-11,Adjustment,44348.37,1007,Salary Payable,Failed
2025-01-11 02:53:00,2025-01-11,Credit,19797.58,1003,Accounts Payable,Failed
2025-01-11 18:01:00,2025-01-11,Debit,39240.55,1005,Salaries Expense,Completed
2025-01-11 19:49:00,2025-01-11,Adjustment,44236.97,1010,Salaries Expense,Pending
2025-01-11 04:19:00,2025-01-11,Debit,19517.57,1008,Sales Revenue,Completed
2025-01-11 20:06:00,2025-01-11,Adjustment,13551.23,1007,COGS,Pending
2025-01-12 19:58:00,2025-01-12,Credit,44835.94,1006,COGS,Completed
2025-01-12 08:08:00,2025-01-12,Credit,39026.18,1010,Sales Revenue,Completed
2025-01-12 16:37:00,2025-01-12,Transfer,39526.22,1007,Rent Expense,Completed
2025-01-12 17:59:00,2025-01-12,Debit,8305.03,1001,Salary Payable,Pending
2025-01-12 21:46:00,2025-01-12,Credit,13025.81,1006,Salary Payable,Completed
2025-01-12 03:04:00,2025-01-12,Debit,4985.19,1008,COGS,Completed
2025-01-12 04:46:00,2025-01-12,Transfer,12770.11,1009,Accounts Receivable,Completed
2025-01-12 16:11:00,2025-01-12,Debit,8116.87,1002,COGS,Completed
2025-01-12 09:39:00,2025-01-12,Debit,27723.74,1007,Rent Expense,Completed
2025-01-12 08:10:00,2025-01-12,Transfer,45737.07,1004,Sales Revenue,Completed
2025-01-12 16:59:00,2025-01-12,Debit,6002.43,1006,Cash,Pending
2025-01-12 23:59:00,2025-01-12,Debit,27773.87,1003,Accounts Receivable,Completed
2025-01-12 02:46:00,2025-01-12,Credit,29807.69,1009,Salaries Expense,Completed
2025-01-12 14:08:00,2025-01-12,Debit,28150.51,1006,Cash,Failed
2025-01-12 22:25:00,2025-01-12,Transfer,26035.74,1002,Accounts Receivable,Pending
2025-01-12 09:51:00,2025-01-12,Credit,23281.25,1008,Accounts Receivable,Completed
2025-01-12 14:21:00,2025-01-12,Credit,24664.81,1003,Salary Payable,Completed
2025-01-12 04:51:00,2025-01-12,Adjustment,25229.55,1003,Accounts Payable,Failed
2025-01-13 05:26:00,2025-01-13,Debit,41756.26,1003,Capital,Completed
2025-01-13 18:50:00,2025-01-13,Debit,21539.17,1003,Accounts Payable,Failed
2025-01-13 03:12:00,2025-01-13,Adjustment,13150.01,1003,Rent Expense,Completed
2025-01-13 18:11:00,2025-01-13,Debit,31817.17,1005,Cash,Failed
2025-01-13 11:08:00,2025-01-13,Transfer,32704.11,1002,COGS,Completed
2025-01-13 09:26:00,2025-01-13,Debit,7550.69,1009,Accounts Payable,Completed
2025-01-13 11:59:00,2025-01-13,Debit,12417.44,1002,Rent Expense,Failed
2025-01-13 18:23:00,2025-01-13,Adjustment,40774.24,1004,Equipment,Completed
2025-01-13 02:18:00,2025-01-13,Transfer,3934.48,1007,Salaries Expense,Completed
2025-01-13 10:23:00,2025-01-13,Transfer,39219.66,1002,Accounts Receivable,Completed
2025-01-13 13:23:00,2025-01-13,Credit,9668.86,1003,Rent Expense,Completed
2025-01-13 23:05:00,2025-01-13,Credit,13755.01,1004,Equipment,Pending
2025-01-13 09:09:00,2025-01-13,Adjustment,29189.76,1003,COGS,Pending
2025-01-13 19:56:00,2025-01-13,Debit,41573.64,1006,Cash,Pending
2025-01-13 03:53:00,2025-01-13,Debit,10773.55,1006,Accounts Payable,Completed
2025-01-13 04:28:00,2025-01-13,Debit,32178.29,1002,Equipment,Completed
2025-01-13 17:50:00,2025-01-13,Adjustment,37447.57,1008,Equipment,Completed
2025-01-14 14:24:00,2025-01-14,Transfer,651.64,1010,Salary Payable,Completed
2025-01-14 04:41:00,2025-01-14,Transfer,3005.56,1008,Cash,Completed
2025-01-14 14:07:00,2025-01-14,Debit,48707.91,1008,Accounts Receivable,Pending
2025-01-14 03:12:00,2025-01-14,Adjustment,44417.95,1009,Capital,Completed
2025-01-14 15:55:00,2025-01-14,Adjustment,47379.16,1007,Accounts Receivable,Failed
2025-01-14 21:43:00,2025-01-14,Transfer,17607.88,1006,COGS,Pending
2025-01-15 05:01:00,2025-01-15,Adjustment,32740.68,1002,Capital,Completed
2025-01-15 16:44:00,2025-01-15,Credit,26740.51,1002,Accounts Payable,Pending
2025-01-15 15:03:00,2025-01-15,Transfer,5248.24,1009,Cash,Completed
2025-01-15 08:06:00,2025-01-15,Adjustment,27466.84,1005,Accounts Payable,Completed
2025-01-15 03:23:00,2025-01-15,Credit,4194.67,1006,Salary Payable,Failed
2025-01-15 10:36:00,2025-01-15,Transfer,19231.62,1009,Salaries Expense,Completed
2025-01-15 06:55:00,2025-01-15,Adjustment,14442.23,1006,Sales Revenue,Pending
2025-01-15 03:32:00,2025-01-15,Adjustment,19357.9,1010,Salary Payable,Completed
2025-01-15 10:23:00,2025-01-15,Transfer,43688.23,1006,Capital,Pending
2025-01-15 11:21:00,2025-01-15,Credit,8875.38,1006,Capital,Completed
2025-01-16 04:06:00,2025-01-16,Credit,35980.95,1001,Capital,Completed
2025-01-16 09:44:00,2025-01-16,Transfer,39508.89,1009,Accounts Payable,Completed
2025-01-16 22:15:00,2025-01-16,Debit,5353.19,1003,Equipment,Failed
2025-01-16 22:47:00,2025-01-16,Credit,6118.39,1008,Accounts Receivable,Completed
2025-01-16 19:50:00,2025-01-16,Transfer,1980.94,1004,Accounts Payable,Completed
2025-01-16 00:14:00,2025-01-16,Credit,47297.37,1004,Accounts Payable,Failed
2025-01-17 07:37:00,2025-01-17,Adjustment,47701.73,1003,Salaries Expense,Completed
2025-01-17 10:14:00,2025-01-17,Credit,44522.88,1005,COGS,Completed
2025-01-17 21:20:00,2025-01-17,Transfer,30800.37,1004,Cash,Completed
2025-01-17 00:42:00,2025-01-17,Debit,35558.23,1003,Rent Expense,Pending
2025-01-17 06:07:00,2025-01-17,Transfer,19797.86,1006,Capital,Completed
2025-01-17 22:27:00,2025-01-17,Adjustment,6677.19,1006,Rent Expense,Pending
2025-01-17 22:00:00,2025-01-17,Debit,8422.51,1007,Equipment,Completed
2025-01-17 11:27:00,2025-01-17,Debit,12178.68,1009,Salary Payable,Failed
2025-01-17 16:50:00,2025-01-17,Debit,26468.84,1004,Salaries Expense,Failed
2025-01-17 18:37:00,2025-01-17,Transfer,3719.65,1008,Accounts Receivable,Completed
2025-01-17 09:11:00,2025-01-17,Adjustment,39519.29,1003,COGS,Completed
2025-01-17 18:43:00,2025-01-17,Debit,38294.93,1006,Capital,Completed
2025-01-17 06:50:00,2025-01-17,Adjustment,5099.98,1001,Accounts Payable,Completed
2025-01-17 04:17:00,2025-01-17,Transfer,27718.57,1003,Rent Expense,Completed
2025-01-17 16:07:00,2025-01-17,Adjustment,43057.19,1001,Rent Expense,Pending
2025-01-17 15:24:00,2025-01-17,Credit,31718.17,1007,Capital,Failed
2025-01-17 08:01:00,2025-01-17,Adjustment,36588.91,1005,Accounts Payable,Completed
2025-01-17 14:10:00,2025-01-17,Adjustment,14988.66,1002,Capital,Completed
2025-01-17 16:13:00,2025-01-17,Credit,19695.25,1004,Equipment,Failed
2025-01-17 19:05:00,2025-01-17,Transfer,46286.59,1009,Capital,Completed
2025-01-18 22:40:00,2025-01-18,Credit,40758.48,1005,Salaries Expense,Completed
2025-01-18 17:32:00,2025-01-18,Adjustment,22949.67,1007,Equipment,Pending
2025-01-18 02:45:00,2025-01-18,Transfer,13085.36,1006,Accounts Payable,Pending
2025-01-18 06:39:00,2025-01-18,Credit,11190.85,1001,Salary Payable,Pending
2025-01-18 14:31:00,2025-01-18,Credit,40646.47,1005,Equipment,Failed
2025-01-18 09:55:00,2025-01-18,Transfer,4864.44,1006,Sales Revenue,Failed
2025-01-18 11:11:00,2025-01-18,Adjustment,24946.23,1004,Sales Revenue,Failed
2025-01-18 14:35:00,2025-01-18,Debit,5469.51,1002,Sales Revenue,Failed
2025-01-18 03:19:00,2025-01-18,Credit,28280.88,1006,Salary Payable,Completed
2025-01-18 08:00:00,2025-01-18,Credit,37126.81,1009,Salaries Expense,Failed
2025-01-18 06:01:00,2025-01-18,Debit,34243.83,1006,Sales Revenue,Pending
2025-01-18 22:35:00,2025-01-18,Transfer,38528.01,1008,Sales Revenue,Completed
2025-01-18 19:22:00,2025-01-18,Transfer,44936.42,1004,Sales Revenue,Failed
2025-01-18 17:57:00,2025-01-18,Transfer,17930.32,1001,Salaries Expense,Completed
2025-01-18 06:51:00,2025-01-18,Adjustment,10418.46,1007,COGS,Completed
2025-01-18 00:44:00,2025-01-18,Transfer,44326.7,1008,Salaries Expense,Pending
2025-01-18 01:48:00,2025-01-18,Adjustment,32599.92,1008,Accounts Receivable,Completed
2025-01-19 12:32:00,2025-01-19,Adjustment,11005.66,1004,Accounts Payable,Completed
2025-01-19 19:02:00,2025-01-19,Transfer,36023.23,1005,Accounts Receivable,Completed
2025-01-19 17:22:00,2025-01-19,Transfer,39562.14,1010,Salary Payable,Failed
2025-01-19 03:06:00,2025-01-19,Adjustment,23764.05,1009,Salaries Expense,Completed
2025-01-19 15:28:00,2025-01-19,Debit,37763.58,1006,Accounts Receivable,Completed
2025-01-19 18:42:00,2025-01-19,Adjustment,28639.21,1005,COGS,Completed
2025-01-20 13:29:00,2025-01-20,Adjustment,18022.39,1003,Salaries Expense,Completed
2025-01-20 19:13:00,2025-01-20,Debit,15190.34,1005,Accounts Receivable,Completed
2025-01-20 09:43:00,2025-01-20,Transfer,7996.43,1010,Equipment,Failed
2025-01-20 04:53:00,2025-01-20,Adjustment,4097.23,1006,Salary Payable,Failed
2025-01-20 05:58:00,2025-01-20,Transfer,4119.32,1009,Capital,Failed
2025-01-20 01:06:00,2025-01-20,Debit,8110.72,1005,COGS,Failed
2025-01-20 22:48:00,2025-01-20,Adjustment,2053.25,1005,Rent Expense,Completed
2025-01-20 02:34:00,2025-01-20,Transfer,5652.03,1007,Cash,Pending
2025-01-21 17:54:00,2025-01-21,Transfer,16844.04,1008,Salaries Expense,Pending
2025-01-21 07:12:00,2025-01-21,Credit,24177.31,1010,Accounts Payable,Failed
2025-01-21 14:25:00,2025-01-21,Debit,31987.7,1004,Equipment,Completed
2025-01-21 05:19:00,2025-01-21,Debit,13612.74,1010,Accounts Payable,Completed
2025-01-21 19:23:00,2025-01-21,Credit,5549.6,1001,Salaries Expense,Completed
2025-01-22 14:49:00,2025-01-22,Adjustment,29502.86,1008,Salaries Expense,Completed
2025-01-22 06:31:00,2025-01-22,Transfer,516.05,1007,Rent Expense,Pending
2025-01-22 05:42:00,2025-01-22,Credit,15747.93,1006,Capital,Failed
2025-01-22 13:30:00,2025-01-22,Debit,36867.84,1005,Salary Payable,Failed
2025-01-22 21:52:00,2025-01-22,Debit,12842.19,1009,Salaries Expense,Completed
2025-01-22 22:55:00,2025-01-22,Transfer,45513.87,1009,Salaries Expense,Completed
2025-01-22 02:58:00,2025-01-22,Credit,40301.59,1010,Sales Revenue,Completed
2025-01-22 05:44:00,2025-01-22,Debit,22392.15,1008,COGS,Completed
2025-01-22 08:00:00,2025-01-22,Adjustment,23844.55,1004,Capital,Completed
2025-01-22 16:15:00,2025-01-22,Debit,32619.4,1004,Accounts Payable,Completed
2025-01-22 18:35:00,2025-01-22,Transfer,32992.92,1003,Salaries Expense,Completed
2025-01-22 03:08:00,2025-01-22,Credit,20082.55,1001,Salaries Expense,Failed
2025-01-22 08:04:00,2025-01-22,Transfer,37558.51,1002,Accounts Payable,Completed
2025-01-22 11:20:00,2025-01-22,Debit,36980.73,1009,Sales Revenue,Completed
2025-01-22 19:00:00,2025-01-22,Debit,10754.48,1008,COGS,Completed
2025-01-22 17:49:00,2025-01-22,Debit,9974.8,1007,Equipment,Completed
2025-01-22 21:47:00,2025-01-22,Adjustment,28267.66,1007,Accounts Receivable,Failed
2025-01-22 17:03:00,2025-01-22,Transfer,31826.72,1005,Accounts Receivable,Failed
2025-01-22 16:05:00,2025-01-22,Credit,6725.61,1007,Capital,Pending
2025-01-22 07:41:00,2025-01-22,Credit,45970.53,1006,Sales Revenue,Completed
2025-01-23 10:26:00,2025-01-23,Debit,8825.15,1010,COGS,Failed
2025-01-23 15:01:00,2025-01-23,Debit,1061.59,1005,Salary Payable,Completed
2025-01-23 01:05:00,2025-01-23,Debit,3568.91,1008,Rent Expense,Completed
2025-01-23 14:27:00,2025-01-23,Transfer,46162.0,1001,Rent Expense,Completed
2025-01-23 18:25:00,2025-01-23,Adjustment,28053.56,1002,Salary Payable,Completed
2025-01-23 09:37:00,2025-01-23,Credit,5585.38,1006,Accounts Receivable,Completed
2025-01-23 11:36:00,2025-01-23,Transfer,4063.21,1001,Rent Expense,Completed
2025-01-23 01:27:00,2025-01-23,Adjustment,17508.02,1002,Salaries Expense,Completed
2025-01-23 06:56:00,2025-01-23,Transfer,24023.18,1005,Equipment,Completed
2025-01-23 12:45:00,2025-01-23,Credit,4697.48,1008,Accounts Payable,Completed
2025-01-23 20:46:00,2025-01-23,Adjustment,7358.53,1005,Sales Revenue,Completed
2025-01-23 20:40:00,2025-01-23,Transfer,20900.98,1001,Accounts Payable,Failed
2025-01-23 18:16:00,2025-01-23,Transfer,9338.9,1009,Accounts Receivable,Pending
2025-01-23 16:13:00,2025-01-23,Adjustment,4322.84,1002,COGS,Pending
2025-01-23 00:14:00,2025-01-23,Debit,3900.3,1010,Accounts Payable,Completed
2025-01-23 22:56:00,2025-01-23,Credit,47325.92,1002,Salaries Expense,Completed
2025-01-23 08:05:00,2025-01-23,Transfer,23147.43,1003,Capital,Completed
2025-01-24 03:44:00,2025-01-24,Transfer,6180.04,1009,COGS,Completed
2025-01-24 18:14:00,2025-01-24,Transfer,13867.71,1004,COGS,Completed
2025-01-24 10:48:00,2025-01-24,Debit,8290.61,1007,Salaries Expense,Pending
2025-01-24 12:18:00,2025-01-24,Debit,45051.0,1007,COGS,Completed
2025-01-24 18:31:00,2025-01-24,Adjustment,47986.38,1005,Rent Expense,Pending
2025-01-24 19:00:00,2025-01-24,Credit,14809.19,1008,Salary Payable,Completed
2025-01-24 18:30:00,2025-01-24,Adjustment,5750.91,1009,Accounts Receivable,Completed
2025-01-24 12:23:00,2025-01-24,Transfer,836.97,1002,Rent Expense,Completed
2025-01-24 17:00:00,2025-01-24,Debit,37821.55,1010,Sales Revenue,Completed
2025-01-24 19:35:00,2025-01-24,Adjustment,47411.34,1006,Equipment,Completed
2025-01-24 17:59:00,2025-01-24,Credit,20600.57,1009,Cash,Completed
2025-01-25 11:57:00,2025-01-25,Debit,23895.1,1009,Equipment,Completed
2025-01-25 09:24:00,2025-01-25,Credit,7258.4,1009,Accounts Receivable,Completed
2025-01-25 07:04:00,2025-01-25,Transfer,10799.79,1003,Accounts Payable,Pending
2025-01-25 00:55:00,2025-01-25,Adjustment,23776.29,1003,Salary Payable,Failed
2025-01-25 18:22:00,2025-01-25,Adjustment,1283.86,1008,Accounts Payable,Completed
2025-01-25 09:36:00,2025-01-25,Transfer,3112.82,1007,Salaries Expense,Completed
2025-01-25 20:13:00,2025-01-25,Transfer,7706.83,1006,Salary Payable,Pending
2025-01-25 05:51:00,2025-01-25,Debit,48006.01,1004,Salaries Expense,Completed
2025-01-25 10:36:00,2025-01-25,Transfer,10992.8,1005,Equipment,Completed
2025-01-25 16:23:00,2025-01-25,Debit,4664.6,1006,Capital,Completed
2025-01-25 16:02:00,2025-01-25,Adjustment,14690.27,1002,COGS,Completed
2025-01-25 04:18:00,2025-01-25,Transfer,45268.01,1010,Accounts Payable,Pending
2025-01-25 11:18:00,2025-01-25,Transfer,44487.3,1010,COGS,Failed
2025-01-25 05:58:00,2025-01-25,Transfer,15730.17,1002,Salaries Expense,Completed
2025-01-26 13:15:00,2025-01-26,Credit,13170.41,1005,COGS,Failed
2025-01-26 04:37:00,2025-01-26,Transfer,26937.91,1006,Accounts Payable,Completed
2025-01-26 22:10:00,2025-01-26,Adjustment,16806.38,1002,Rent Expense,Failed
2025-01-26 00:47:00,2025-01-26,Adjustment,17766.07,1006,Equipment,Pending
2025-01-26 17:56:00,2025-01-26,Adjustment,14470.1,1006,Equipment,Completed
2025-01-26 06:18:00,2025-01-26,Transfer,1807.52,1002,Accounts Payable,Completed
2025-01-26 01:40:00,2025-01-26,Adjustment,28227.44,1009,Rent Expense,Completed
2025-01-26 16:25:00,2025-01-26,Transfer,18801.45,1008,Salaries Expense,Pending
2025-01-26 19:21:00,2025-01-26,Adjustment,12289.71,1002,Accounts Payable,Completed
2025-01-26 11:21:00,2025-01-26,Adjustment,29295.33,1003,Accounts Payable,Completed
2025-01-26 05:58:00,2025-01-26,Debit,40513.92,1007,Accounts Payable,Completed
2025-01-26 07:17:00,2025-01-26,Debit,12813.23,1003,Salary Payable,Completed
2025-01-26 05:40:00,2025-01-26,Transfer,36243.69,1007,Cash,Completed
2025-01-26 09:43:00,2025-01-26,Transfer,11422.52,1007,Salary Payable,Failed
2025-01-26 19:08:00,2025-01-26,Adjustment,31371.93,1008,Rent Expense,Completed
2025-01-26 12:11:00,2025-01-26,Credit,24217.74,1007,Accounts Payable,Completed
2025-01-26 10:20:00,2025-01-26,Transfer,32882.39,1007,Capital,Completed
2025-01-26 14:01:00,2025-01-26,Transfer,19237.63,1009,Accounts Receivable,Completed
2025-01-26 00:55:00,2025-01-26,Adjustment,36051.24,1003,Capital,Completed
2025-01-27 07:06:00,2025-01-27,Adjustment,3821.6,1010,Accounts Payable,Completed
2025-01-27 00:06:00,2025-01-27,Credit,31178.43,1003,Capital,Failed
2025-01-27 06:08:00,2025-01-27,Credit,41047.83,1009,Sales Revenue,Completed
2025-01-27 12:46:00,2025-01-27,Debit,5127.77,1008,Sales Revenue,Completed
